ruche;chemin;nom_fichier;annee;mois;jour;date;taille_Mo;heure;nb_videos;premiere_heure;derniere_heure;heures_presentes;taille_totale_mo;taille_moyenne_video_mo;jour_suspect_taille;commentaires;Catégorie;Exploitabilité;Nbr LED;nom_lot;taille_lot;hyperparametre;hyperparametre_file;categorie_traitement;passage;statut;nb_phases_WPM;temps_s;chemin_serveur;output_path;temps_passage_1_s;temps_passage_2_s;a_ete_relancee;temps_total_video_s;fichier_source_csv;statut_passage_1;nb_phases_passage_1;statut_passage_2;nb_phases_passage_2;duree_passage_1_lot_s;duree_passage_2_lot_s;duree_calcul_lot_s;n_workers_passage_1;n_workers_passage_2;datetime_video;temperature_moy_30min;pression_moy_30min;humidite_moy_30min;vent_moyen_IC_30min;rafales_IC_moy_30min;rafales_IC_max_30min;direction_IC_30min;vent_moyen_MR_30min;rafales_MR_moy_30min;rafales_MR_max_30min;direction_MR_30min;n_obs_IC_30min;n_obs_MR_30min;lightning_activity_1h;lightning_distance_min_1h;n_obs_lightning_1h;pluie_1h_precedente;heure_pluie;delai_pluie_min
nap-mag12552202;F:\nap-mag12552202\2022-7-13\Record_2022-7-13_12-0-3_csi0.mp4;Record_2022-7-13_12-0-3_csi0.mp4;2022;7;13;2022-07-13;0.000595;12:0:3;22;12:00:03;15:22:14;12,13,14,15;4443.6;201.98;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;3.8;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-13_12-0-3_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-13_12-0-3_csi0;3.8;0.0;False;3.8;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-13 12:00:03;34.6;1028.45;25.5;11.100000000000001;24.1;24.1;91.5;;;;;2;0;;;0;0.0;2022-07-13 12:00:00;0.05
nap-mag12552202;F:\nap-mag12552202\2022-7-13\Record_2022-7-13_13-12-7_csi0.mp4;Record_2022-7-13_13-12-7_csi0.mp4;2022;7;13;2022-07-13;222.030897;13:12:7;22;12:00:03;15:22:14;12,13,14,15;4443.6;201.98;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite;16;805.1;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-13_13-12-7_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-13_13-12-7_csi0;805.1;0.0;False;805.1;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-13 13:12:07;35.8;1028.05;25.0;0.65;23.0;23.0;67.0;;;;;2;0;;;0;0.0;2022-07-13 13:00:00;12.116666666666667
nap-mag12552202;F:\nap-mag12552202\2022-7-13\Record_2022-7-13_14-12-10_csi0.mp4;Record_2022-7-13_14-12-10_csi0.mp4;2022;7;13;2022-07-13;225.821585;14:12:10;22;12:00:03;15:22:14;12,13,14,15;4443.6;201.98;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_2;reussite;12;348.6;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-13_14-12-10_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-13_14-12-10_csi0;135.6;348.6;True;484.2;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-13 14:12:10;;;;;;;;;;;;0;0;;;0;;;
nap-mag12552202;F:\nap-mag12552202\2022-7-13\Record_2022-7-13_15-12-13_csi0.mp4;Record_2022-7-13_15-12-13_csi0.mp4;2022;7;13;2022-07-13;223.789543;15:12:13;22;12:00:03;15:22:14;12,13,14,15;4443.6;201.98;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite;11;899.2;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-13_15-12-13_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-13_15-12-13_csi0;899.2;0.0;False;899.2;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-13 15:12:13;36.8;1026.9;22.0;13.3;25.7;25.7;59.00000000000001;;;;;1;0;;;0;;;
nap-mag12552202;F:\nap-mag12552202\2022-7-18\Record_2022-7-18_11-11-3_csi0.mp4;Record_2022-7-18_11-11-3_csi0.mp4;2022;7;18;2022-07-18;231.153689;11:11:3;11;11:11:03;16:53:06;11,14,16;2009.72;182.7;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_2;reussite;12;376.8;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-18_11-11-3_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-18_11-11-3_csi0;97.7;376.8;True;474.5;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-18 11:11:03;37.699999999999996;1023.5666666666666;25.0;8.266666666666667;28.933333333333334;29.0;116.6745232343287;;;;;3;0;;;0;0.0;2022-07-18 11:00:00;11.05
nap-mag12552202;F:\nap-mag12552202\2022-7-18\Record_2022-7-18_14-34-3_csi0.mp4;Record_2022-7-18_14-34-3_csi0.mp4;2022;7;18;2022-07-18;221.250149;14:34:3;11;11:11:03;16:53:06;11,14,16;2009.72;182.7;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;485.6;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-18_14-34-3_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-18_14-34-3_csi0;485.6;0.0;False;485.6;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-18 14:34:03;41.3;1021.1333333333333;14.0;22.933333333333334;41.8;41.8;100.6821712428129;;;;;3;0;;;0;0.0;2022-07-18 14:00:00;34.05
nap-mag12552202;F:\nap-mag12552202\2022-7-18\Record_2022-7-18_16-23-3_csi0.mp4;Record_2022-7-18_16-23-3_csi0.mp4;2022;7;18;2022-07-18;225.078241;16:23:3;11;11:11:03;16:53:06;11,14,16;2009.72;182.7;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite;2;714.3;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-18_16-23-3_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-18_16-23-3_csi0;714.3;0.0;False;714.3;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-18 16:23:03;40.9;1019.9333333333334;12.0;26.03333333333333;43.4;43.4;114.68524178348797;;;;;3;0;;;0;0.0;2022-07-18 16:00:00;23.05
nap-mag12552202;F:\nap-mag12552202\2022-7-19\Record_2022-7-19_10-13-6_csi0.mp4;Record_2022-7-19_10-13-6_csi0.mp4;2022;7;19;2022-07-19;217.84697;10:13:6;17;09:33:03;12:13:12;9,10,11,12;3474.92;204.41;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;659.3;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-19_10-13-6_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-19_10-13-6_csi0;659.3;0.0;False;659.3;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-19 10:13:06;24.200000000000003;1022.7999999999998;72.66666666666667;23.36666666666667;35.03333333333333;36.5;254.33417736024788;;;;;3;0;;;0;0.0;2022-07-19 10:00:00;13.1
nap-mag12552202;F:\nap-mag12552202\2022-7-19\Record_2022-7-19_11-13-9_csi0.mp4;Record_2022-7-19_11-13-9_csi0.mp4;2022;7;19;2022-07-19;218.528276;11:13:9;17;09:33:03;12:13:12;9,10,11,12;3474.92;204.41;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite;9;616.9;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-19_11-13-9_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-19_11-13-9_csi0;616.9;0.0;False;616.9;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-19 11:13:09;25.53333333333333;1023.2666666666668;59.0;25.099999999999998;42.1;44.5;279.7288888665087;;;;;3;0;;;0;0.0;2022-07-19 11:00:00;13.15
nap-mag12552202;F:\nap-mag12552202\2022-7-19\Record_2022-7-19_12-13-12_csi0.mp4;Record_2022-7-19_12-13-12_csi0.mp4;2022;7;19;2022-07-19;159.383552;12:13:12;17;09:33:03;12:13:12;9,10,11,12;3474.92;204.41;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;4.7;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-19_12-13-12_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-19_12-13-12_csi0;4.7;0.0;False;4.7;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-19 12:13:12;26.0;1023.5;57.666666666666664;25.3;43.1;44.5;277.818936827811;;;;;3;0;;;0;0.0;2022-07-19 12:00:00;13.2
nap-mag12552202;F:\nap-mag12552202\2022-7-19\Record_2022-7-19_9-33-3_csi0.mp4;Record_2022-7-19_9-33-3_csi0.mp4;2022;7;19;2022-07-19;217.99007;9:33:3;17;09:33:03;12:13:12;9,10,11,12;3474.92;204.41;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;738.5;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-19_9-33-3_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-19_9-33-3_csi0;738.5;0.0;False;738.5;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-19 09:33:03;22.53333333333333;1022.6666666666666;81.66666666666667;24.099999999999998;33.5;33.5;254.6690803814741;;;;;3;0;;;0;0.0;2022-07-19 09:00:00;33.05
nap-mag12552202;F:\nap-mag12552202\2022-7-20\Record_2022-7-20_10-14-7_csi0.mp4;Record_2022-7-20_10-14-7_csi0.mp4;2022;7;20;2022-07-20;221.971475;10:14:7;47;09:24:03;17:04:28;9,10,11,12,13,14,15,16,17;9838.48;209.33;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;665.4;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-20_10-14-7_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-20_10-14-7_csi0;665.4;0.0;False;665.4;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-20 10:14:07;23.333333333333332;1028.3;75.0;28.733333333333334;39.1;39.1;256.3268010634248;;;;;3;0;;;0;0.0;2022-07-20 10:00:00;14.116666666666667
nap-mag12552202;F:\nap-mag12552202\2022-7-20\Record_2022-7-20_11-14-10_csi0.mp4;Record_2022-7-20_11-14-10_csi0.mp4;2022;7;20;2022-07-20;218.603111;11:14:10;47;09:24:03;17:04:28;9,10,11,12,13,14,15,16,17;9838.48;209.33;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;790.1;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-20_11-14-10_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-20_11-14-10_csi0;790.1;0.0;False;790.1;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-20 11:14:10;23.900000000000002;1028.5333333333333;68.66666666666667;27.433333333333334;37.93333333333333;38.3;254.33346500159422;;;;;3;0;;;0;0.0;2022-07-20 11:00:00;14.166666666666666
nap-mag12552202;F:\nap-mag12552202\2022-7-20\Record_2022-7-20_12-14-13_csi0.mp4;Record_2022-7-20_12-14-13_csi0.mp4;2022;7;20;2022-07-20;220.235923;12:14:13;47;09:24:03;17:04:28;9,10,11,12,13,14,15,16,17;9838.48;209.33;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_2;reussite_sans_phase;0;299.7;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-20_12-14-13_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-20_12-14-13_csi0;87.7;299.7;True;387.4;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-20 12:14:13;24.53333333333333;1028.8333333333333;66.0;26.266666666666666;38.06666666666666;38.4;256.0;;;;;3;0;;;0;0.0;2022-07-20 12:00:00;14.216666666666667
nap-mag12552202;F:\nap-mag12552202\2022-7-20\Record_2022-7-20_13-14-16_csi0.mp4;Record_2022-7-20_13-14-16_csi0.mp4;2022;7;20;2022-07-20;220.245422;13:14:16;47;09:24:03;17:04:28;9,10,11,12,13,14,15,16,17;9838.48;209.33;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite;1;856.1;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-20_13-14-16_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-20_13-14-16_csi0;856.1;0.0;False;856.1;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-20 13:14:16;23.733333333333334;1029.0;70.0;27.26666666666667;40.1;40.1;283.07449058474447;;;;;3;0;;;0;0.0;2022-07-20 13:00:00;14.266666666666667
nap-mag12552202;F:\nap-mag12552202\2022-7-20\Record_2022-7-20_14-14-19_csi0.mp4;Record_2022-7-20_14-14-19_csi0.mp4;2022;7;20;2022-07-20;219.973673;14:14:19;47;09:24:03;17:04:28;9,10,11,12,13,14,15,16,17;9838.48;209.33;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;663.3;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-20_14-14-19_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-20_14-14-19_csi0;663.3;0.0;False;663.3;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-20 14:14:19;23.766666666666666;1029.2666666666667;67.0;25.53333333333333;40.0;40.0;281.6562956988091;;;;;3;0;;;0;0.0;2022-07-20 14:00:00;14.316666666666666
nap-mag12552202;F:\nap-mag12552202\2022-7-20\Record_2022-7-20_15-14-22_csi0.mp4;Record_2022-7-20_15-14-22_csi0.mp4;2022;7;20;2022-07-20;220.006101;15:14:22;47;09:24:03;17:04:28;9,10,11,12,13,14,15,16,17;9838.48;209.33;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;886.5;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-20_15-14-22_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-20_15-14-22_csi0;886.5;0.0;False;886.5;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-20 15:14:22;24.333333333333332;1029.2666666666667;63.333333333333336;31.433333333333337;43.9;43.9;258.33584037688144;;;;;3;0;;;0;0.0;2022-07-20 15:00:00;14.366666666666667
nap-mag12552202;F:\nap-mag12552202\2022-7-20\Record_2022-7-20_16-14-26_csi0.mp4;Record_2022-7-20_16-14-26_csi0.mp4;2022;7;20;2022-07-20;221.974613;16:14:26;47;09:24:03;17:04:28;9,10,11,12,13,14,15,16,17;9838.48;209.33;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;837.7;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-20_16-14-26_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-20_16-14-26_csi0;837.7;0.0;False;837.7;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-20 16:14:26;24.066666666666663;1029.2333333333333;62.333333333333336;30.7;46.20000000000001;46.2;258.33332957252895;;;;;3;0;;;0;0.0;2022-07-20 16:00:00;14.433333333333334
nap-mag12552202;F:\nap-mag12552202\2022-7-20\Record_2022-7-20_17-4-28_csi0.mp4;Record_2022-7-20_17-4-28_csi0.mp4;2022;7;20;2022-07-20;178.718091;17:4:28;47;09:24:03;17:04:28;9,10,11,12,13,14,15,16,17;9838.48;209.33;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;4.7;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-20_17-4-28_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-20_17-4-28_csi0;4.7;0.0;False;4.7;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-20 17:04:28;22.966666666666665;1029.5666666666666;68.0;27.96666666666667;44.20000000000001;44.2;257.3331262999033;;;;;3;0;;;0;0.0;2022-07-20 17:00:00;4.466666666666667
nap-mag12552202;F:\nap-mag12552202\2022-7-20\Record_2022-7-20_9-24-3_csi0.mp4;Record_2022-7-20_9-24-3_csi0.mp4;2022;7;20;2022-07-20;223.444272;9:24:3;47;09:24:03;17:04:28;9,10,11,12,13,14,15,16,17;9838.48;209.33;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;640.1;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-20_9-24-3_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-20_9-24-3_csi0;640.1;0.0;False;640.1;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-20 09:24:03;23.23333333333333;1027.9333333333334;81.33333333333333;22.7;33.6;34.2;252.6677210568365;;;;;3;0;;;0;0.0;2022-07-20 09:00:00;24.05
nap-mag12552202;F:\nap-mag12552202\2022-7-21\Record_2022-7-21_12-17-4_csi0.mp4;Record_2022-7-21_12-17-4_csi0.mp4;2022;7;21;2022-07-21;219.370243;12:17:4;43;12:07:03;20:30:10;12,13,14,15,16,17,18,19,20;8840.63;205.6;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite;1;619.0;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-21_12-17-4_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-21_12-17-4_csi0;619.0;0.0;False;619.0;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-21 12:17:04;24.433333333333337;1029.3333333333333;58.666666666666664;7.6000000000000005;21.566666666666663;21.9;257.7680904455788;;;;;3;0;;;0;0.0;2022-07-21 12:00:00;17.066666666666666
nap-mag12552202;F:\nap-mag12552202\2022-7-21\Record_2022-7-21_13-17-7_csi0.mp4;Record_2022-7-21_13-17-7_csi0.mp4;2022;7;21;2022-07-21;218.850224;13:17:7;43;12:07:03;20:30:10;12,13,14,15,16,17,18,19,20;8840.63;205.6;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;614.4;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-21_13-17-7_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-21_13-17-7_csi0;614.4;0.0;False;614.4;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-21 13:17:07;25.400000000000002;1028.6000000000001;56.0;6.233333333333334;20.73333333333333;21.0;323.15941090572545;;;;;3;0;;;0;0.0;2022-07-21 13:00:00;17.116666666666667
nap-mag12552202;F:\nap-mag12552202\2022-7-21\Record_2022-7-21_14-17-10_csi0.mp4;Record_2022-7-21_14-17-10_csi0.mp4;2022;7;21;2022-07-21;219.6446;14:17:10;43;12:07:03;20:30:10;12,13,14,15,16,17,18,19,20;8840.63;205.6;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;534.7;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-21_14-17-10_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-21_14-17-10_csi0;534.7;0.0;False;534.7;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-21 14:17:10;26.3;1028.0666666666666;52.666666666666664;10.533333333333333;25.3;27.3;297.66700942186725;;;;;3;0;;;0;0.0;2022-07-21 14:00:00;17.166666666666668
nap-mag12552202;F:\nap-mag12552202\2022-7-21\Record_2022-7-21_15-17-13_csi0.mp4;Record_2022-7-21_15-17-13_csi0.mp4;2022;7;21;2022-07-21;223.825784;15:17:13;43;12:07:03;20:30:10;12,13,14,15,16,17,18,19,20;8840.63;205.6;NON;ok - Setup camera décalé A (6 LED, apparente n°5);OK;Exploitable;6.0;2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26;50;best_hyperparameters_DX20_R1;best_hyperparameters_DX20_R1.json;2202_CAMERA_DECALEE_A;passage_1;reussite_sans_phase;0;726.2;/home/LEnguehard/code/DANSE/pipeline_wpm/videos/Record_2022-7-21_15-17-13_csi0.mp4;/home/LEnguehard/code/DANSE/pipeline_wpm/outputs/Record_2022-7-21_15-17-13_csi0;726.2;0.0;False;726.2;resultats_2202_2202_CAMERA_DECALEE_A_LOT_001_50_2022-07-13_2022-07-26.csv;;;;;;;;;;2022-07-21 15:17:13;26.633333333333336;1027.5666666666666;53.0;13.766666666666667;26.933333333333334;27.3;290.6635154357699;;;;;3;0;;;0;0.0;2022-07-21 15:00:00;17.216666666666665
