"psi_z";"psi";"n_gauche";"n_droite";"logLik";"AIC";"modele";"reponse";"source";"vent";"version";"variable"
-0,188241142354311;21,1;2240;3541;-22104,6821309949;44275,3642619899;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"temperature"
-0,0597741848674459;21,7333333333334;2568;3213;-22105,7124732669;44277,4249465337;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"temperature"
0,0619313538043203;22,3333333333334;2910;2871;-22106,7036442081;44279,4072884162;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"temperature"
0,176875473660989;22,9;3225;2556;-22107,9869602443;44281,9739204887;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"temperature"
0,325626687593149;23,6333333333334;3552;2229;-22109,1058269369;44284,2116538739;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"temperature"
0,494662157970602;24,4666666666667;3891;1890;-22109,6162362679;44285,2324725358;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"temperature"
0,670459047163154;25,3333333333334;4215;1566;-22110,3710163283;44286,7420326566;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"temperature"
0,880063030431196;26,3666666666667;4551;1230;-22111,0806228799;44288,1612457598;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"temperature"
1,10995127014453;27,5;4881;900;-22111,3291211792;44288,6582423584;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"temperature"
1,36688518511826;28,7666666666667;5204;577;-22111,4711279713;44288,9422559426;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"temperature"
-1,36704629667202;43,3333333333332;584;5197;-22110,9277247228;44287,8554494455;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
-1,11976944760105;47,7499999999999;913;4868;-22111,5835159717;44289,1670319435;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
-0,93781101149222;50,9999999999999;1241;4540;-22111,5505520903;44289,1011041805;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
-0,74185577260579;54,4999999999999;1577;4204;-22110,4313449974;44286,8626899948;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
-0,56456293742283;57,6666666666665;1904;3877;-22107,3345955198;44280,6691910395;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
-0,415263707795073;60,3333333333332;2236;3545;-22104,4158059993;44274,8316119987;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
-0,237970872612113;63,4999999999999;2586;3195;-22101,1732823809;44268,3465647617;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
-0,0700092392808869;66,4999999999999;2916;2865;-22100,0920238873;44266,1840477747;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
-0,0460147202335689;66,9285714285713;2955;2826;-22099,9859208922;44265,9718417845;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
-0,0220202011862509;67,3571428571427;3026;2755;-22099,9101225056;44265,8202450112;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,00197431786106705;67,7857142857142;3080;2701;-22099,8778275658;44265,7556551315;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,025968836908385;68,2142857142856;3110;2671;-22099,8612504702;44265,7225009403;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,049963355955703;68,642857142857;3159;2622;-22099,8178439173;44265,6356878346;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,073957875003021;69,0714285714284;3215;2566;-22099,8090100465;44265,6180200929;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,0839555912727368;69,2499999999999;3234;2547;-22099,8301541388;44265,6603082776;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,097952394050339;69,4999999999999;3275;2506;-22099,8789602975;44265,7579205949;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,121946913097657;69,9285714285713;3294;2487;-22100,0300497206;44266,0600994412;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,145941432144975;70,3571428571427;3339;2442;-22100,0852251152;44266,1704502304;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,169935951192293;70,7857142857141;3392;2389;-22100,1391280902;44266,2782561805;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,193930470239611;71,2142857142856;3412;2369;-22100,205292673;44266,410585346;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,217924989286929;71,642857142857;3456;2325;-22100,2480291285;44266,496058257;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,241919508334247;72,0714285714284;3518;2263;-22100,2495994717;44266,4991989435;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,265914027381565;72,4999999999999;3566;2215;-22100,3462950934;44266,6925901869;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,447872463490393;75,7499999999999;3891;1890;-22100,7350737616;44267,4701475232;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,629830899599221;78,9999999999999;4222;1559;-22102,318008419;44270,6360168379;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
0,839782941263253;82,7499999999999;4550;1231;-22104,9868609774;44275,9737219549;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
1,06373178570489;86,7499999999999;4876;905;-22107,5483219812;44281,0966439625;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
1,34366784125693;91,7499999999998;5209;572;-22108,8691619599;44283,7383239198;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"humidite"
-1,1086796314727;1016,96666666667;580;5201;-22110,4974603223;44286,9949206446;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
-0,849730996108962;1018,43333333333;910;4871;-22109,9156450035;44285,831290007;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
-0,602552753261767;1019,83333333333;1242;4539;-22107,9817115878;44281,9634231756;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
-0,455422846805115;1020,66666666667;1573;4208;-22106,819710216;44279,639420432;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
-0,308292940348442;1021,5;1910;3871;-22105,3839085259;44276,7678170518;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
-0,172933426408292;1022,26666666667;2232;3549;-22104,1900836627;44274,3801673253;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
-0,0493443049847044;1022,96666666667;2563;3218;-22101,4174558706;44268,8349117411;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,0801300126971444;1023,7;2894;2887;-22098,3299522445;44262,659904489;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,0982059726332484;1023,80238095238;2951;2830;-22097,8974359796;44261,7948719593;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,116281932569352;1023,90476190476;2992;2789;-22097,4870021299;44260,9740042599;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,134357892505456;1024,00714285714;3052;2729;-22097,0782152194;44260,1564304387;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,15243385244156;1024,10952380953;3113;2668;-22096,7917499255;44259,5834998511;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,170509812377664;1024,21190476191;3170;2611;-22096,4342741882;44258,8685483765;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,186063545345948;1024,3;3223;2558;-22096,1975015005;44258,395003001;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,188585772313768;1024,31428571429;3223;2558;-22096,1672924652;44258,3345849304;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,206661732249872;1024,41666666667;3278;2503;-22096,0177364667;44258,0354729335;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,224737692185977;1024,51904761905;3325;2456;-22095,9286368214;44257,8572736428;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,242813652122081;1024,62142857143;3376;2405;-22095,8904216374;44257,7808432749;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,260889612058185;1024,72380952381;3400;2381;-22095,9437033391;44257,8874066782;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,278965571994289;1024,82619047619;3442;2339;-22096,0614915703;44258,1229831406;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,297041531930393;1024,92857142857;3475;2306;-22096,1408278359;44258,2816556719;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,315117491866497;1025,03095238095;3508;2273;-22096,2610601851;44258,5221203702;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,333193451802601;1025,13333333333;3556;2225;-22096,4623700785;44258,9247401569;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,480323358259293;1025,96666666667;3891;1890;-22098,3958211275;44262,791642255;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,59802728342464;1026,63333333334;4215;1566;-22099,1612632873;44264,3225265745;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,762812778656093;1027,56666666667;4542;1239;-22101,013377597;44268,026755194;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
0,921713077629292;1028,46666666667;4877;904;-22101,852430888;44269,704861776;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
1,15123573170168;1029,76666666667;5203;578;-22098,5712215225;44263,142443045;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"pression"
-1,20493678709973;16,8;585;5196;-22111,6263453381;44289,2526906762;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
-0,980017973999919;19,3;928;4853;-22111,6183395902;44289,2366791805;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
-0,818076428568057;21,1;1245;4536;-22111,54784195;44289,0956839;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
-0,647138130612202;23;1580;4201;-22111,1151210213;44288,2302420426;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
-0,48519658518034;24,8;1927;3854;-22110,8751854694;44287,7503709387;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
-0,341248544796462;26,4;2233;3548;-22110,7521122895;44287,5042245791;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
-0,215294009460569;27,8;2565;3216;-22110,6056262656;44287,2112525312;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
-0,0803427216006842;29,3;2906;2875;-22110,3412644429;44286,6825288858;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,0481823144563487;30,7285714285714;3221;2560;-22109,9602904688;44285,9205809375;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,180563101595094;32,2;3552;2229;-22109,5233390723;44285,0466781445;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,333507894502964;33,9;3890;1891;-22109,0903849862;44284,1807699725;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,359855526894656;34,1928571428571;3920;1861;-22109,047274724;44284,094549448;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,386203159286347;34,4857142857143;3962;1819;-22109,0245813006;44284,0491626012;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,412550791678039;34,7785714285714;4014;1767;-22109,0285563139;44284,0571126278;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,438898424069731;35,0714285714286;4064;1717;-22109,0299106976;44284,0598213952;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,465246056461423;35,3642857142857;4119;1662;-22109,0149446906;44284,0298893812;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,491593688853115;35,6571428571429;4179;1602;-22108,9996337173;44283,9992674346;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,513442944982811;35,9;4218;1563;-22108,9952985802;44283,9905971605;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,517941321244807;35,95;4218;1563;-22108,9971332398;44283,9942664796;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,544288953636499;36,2428571428571;4269;1512;-22109,0136213655;44284,027242731;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,570636586028191;36,5357142857143;4313;1468;-22109,0269408365;44284,053881673;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,596984218419883;36,8285714285714;4370;1411;-22109,0533460666;44284,1066921332;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,623331850811574;37,1214285714286;4407;1374;-22109,0772767273;44284,1545534545;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,649679483203266;37,4142857142857;4451;1330;-22109,0996741887;44284,1993483774;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,676027115594958;37,7071428571429;4502;1279;-22109,1534858648;44284,3069717295;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,70237474798665;38;4546;1235;-22109,1831330422;44284,3662660845;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
0,927293561086459;40,5;4878;903;-22109,5504670678;44285,1009341355;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
1,27816690952216;44,4;5205;576;-22109,8855481302;44285,7710962605;"intensite_IC_rafale_max_complet";"intensite";"IC";"rafale_max";"complet";"vent"
-1,42558078551727;15;617;5513;-1728,01027442313;3514,02054884626;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
-1,17540828935864;16,2333333333333;965;5165;-1727,94102509325;3513,8820501865;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
-0,938758630830205;17,4;1315;4815;-1727,7803389595;3513,56067791899;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
-0,749438904007457;18,3333333333333;1670;4460;-1727,67408871507;3513,34817743014;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
-0,560119177184709;19,2666666666667;2021;4109;-1727,69720346193;3513,39440692386;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
-0,404606544437452;20,0333333333333;2367;3763;-1727,79157285519;3513,58314571039;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
-0,255855330505293;20,7666666666667;2717;3413;-1727,77653301289;3513,55306602578;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
-0,120626954203329;21,4333333333334;3069;3061;-1727,79727868748;3513,59455737495;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,00784000328353535;22,0666666666667;3418;2712;-1727,81085021433;3513,62170042866;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,149829798400596;22,7666666666667;3767;2363;-1727,78087499355;3513,56174998711;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,173011805766647;22,8809523809524;3837;2293;-1727,75325072815;3513,50650145629;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,196193813132698;22,9952380952381;3910;2220;-1727,72615251066;3513,45230502131;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,219375820498749;23,1095238095238;3951;2179;-1727,70364281288;3513,40728562577;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,242557827864799;23,2238095238095;3998;2132;-1727,69069954128;3513,38139908257;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,26573983523085;23,3380952380953;4058;2072;-1727,67257829487;3513,34515658974;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,288921842596901;23,452380952381;4093;2037;-1727,65699456655;3513,3139891331;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,291819593517658;23,4666666666667;4122;2008;-1727,65607646118;3513,31215292236;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,312103849962952;23,5666666666667;4145;1985;-1727,65892794502;3513,31785589003;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,335285857329002;23,6809523809524;4223;1907;-1727,67188841829;3513,34377683659;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,358467864695053;23,7952380952381;4291;1839;-1727,68444818145;3513,36889636289;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,381649872061104;23,9095238095238;4334;1796;-1727,69739531128;3513,39479062255;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,404831879427155;24,0238095238096;4363;1767;-1727,71768269637;3513,43536539273;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,428013886793205;24,1380952380953;4413;1717;-1727,73612201544;3513,47224403089;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,451195894159256;24,252380952381;4435;1695;-1727,76023385339;3513,52046770679;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,474377901525307;24,3666666666667;4471;1659;-1727,78338200499;3513,56676400998;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,670459047163154;25,3333333333334;4819;1311;-1727,90033914498;3513,80067828996;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
0,934154380951982;26,6333333333334;5169;961;-1728,00464702825;3514,0092940565;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
1,20461113355591;27,9666666666667;5521;609;-1727,95464925135;3513,90929850271;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"temperature"
-1,20375026426666;46,2500000000003;635;5495;-1727,47184438635;3512,9436887727;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,18875368986209;46,5178571428574;653;5477;-1727,44409594415;3512,88819188829;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,17375711545751;46,7857142857146;683;5447;-1727,42654891407;3512,85309782814;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,15876054105294;47,0535714285717;694;5436;-1727,41995242988;3512,83990485976;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,14376396664837;47,3214285714288;723;5407;-1727,41358847577;3512,82717695154;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,12876739224379;47,589285714286;745;5385;-1727,40918013308;3512,81836026616;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,11377081783922;47,8571428571431;756;5374;-1727,40839057991;3512,81678115982;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,09877424343465;48,1250000000003;783;5347;-1727,41060400274;3512,82120800548;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,08377766903007;48,3928571428574;815;5315;-1727,40574144764;3512,81148289529;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,0687810946255;48,6607142857145;836;5294;-1727,40459714774;3512,80919429547;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,05378452022092;48,9285714285717;863;5267;-1727,41857492726;3512,83714985453;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,03878794581635;49,1964285714288;878;5252;-1727,43979772641;3512,87959545281;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,02379137141178;49,464285714286;898;5232;-1727,46348769429;3512,92697538859;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,0087947970072;49,7321428571431;927;5203;-1727,48564761867;3512,97129523733;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-0,993798222602629;50,0000000000002;971;5159;-1727,50904329726;3513,01808659452;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-0,783846180938597;53,7500000000002;1328;4802;-1727,94186200283;3513,88372400566;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-0,607686420266202;56,8964285714288;1664;4466;-1728,05346319056;3514,10692638111;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-0,447922914276145;59,7500000000002;2036;4094;-1728,00261479523;3514,00522959045;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-0,265964478167317;63,0000000000001;2370;3760;-1727,98742960854;3513,97485921707;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-0,084006042058489;66,2500000000001;2719;3411;-1728,03179214807;3514,06358429613;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
0,0839555912727368;69,2500000000001;3073;3057;-1728,02793731853;3514,05587463707;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
0,265914027381565;72,5;3442;2688;-1728,04999986252;3514,09999972505;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
0,461869266267995;76;3784;2346;-1728,0518235593;3514,10364711861;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
0,615834096821619;78,75;4128;2002;-1728,05456286403;3514,10912572805;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
0,811789335708049;82,25;4493;1637;-1728,05392628641;3514,10785257283;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
1,00274571645962;85,6607142857141;4816;1314;-1728,03681824712;3514,07363649425;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
1,21769661625851;89,4999999999999;5180;950;-1727,92051821315;3513,84103642631;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
1,45564226347775;93,7499999999999;5536;594;-1727,85013034965;3513,7002606993;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"humidite"
-1,12692373987333;1016,86333333333;613;5517;-1727,98566261928;3513,97132523855;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
-0,867386584883766;1018,33333333333;966;5164;-1727,74315622556;3513,48631245112;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
-0,602552753261767;1019,83333333333;1319;4811;-1727,37396293366;3512,74792586731;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
-0,449537650546813;1020,7;1673;4457;-1727,04530295973;3512,09060591947;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
-0,274074727818243;1021,69380952381;2014;4116;-1726,30931222288;3510,61862444575;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
-0,149392641375247;1022,4;2379;3751;-1725,6131580815;3509,226316163;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
-0,0258035199516391;1023,1;2737;3393;-1725,1602317182;3508,32046343639;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,0801300126971845;1023,7;3067;3063;-1724,77598446706;3507,55196893412;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,186063545345948;1024,3;3418;2712;-1724,362744176;3506,72548835201;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,333193451802601;1025,13333333333;3768;2362;-1723,73378221588;3505,46756443176;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,474438162001032;1025,93333333333;4124;2006;-1723,06256470327;3504,12512940654;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,580371694649816;1026,53333333333;4474;1656;-1722,91232030986;3503,82464061973;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,602651366198968;1026,65952380952;4529;1601;-1722,84881282695;3503,69762565389;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,62493103774812;1026,78571428571;4585;1545;-1722,69196374562;3503,38392749124;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,647210709297272;1026,9119047619;4649;1481;-1722,46593168189;3502,93186336379;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,669490380846424;1027,03809523809;4721;1409;-1722,19824430795;3502,39648861589;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,691770052395576;1027,16428571428;4752;1378;-1721,92911981254;3501,85823962509;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,714049723944728;1027,29047619047;4786;1344;-1721,63089259469;3501,26178518938;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,73632939549388;1027,41666666666;4813;1317;-1721,33783382529;3500,67566765059;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,739271993623017;1027,43333333333;4816;1314;-1721,29727413362;3500,59454826724;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,758609067043033;1027,54285714285;4872;1258;-1721,17245654156;3500,34491308313;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,780888738592185;1027,66904761904;4924;1206;-1721,08235441984;3500,16470883967;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,803168410141337;1027,79523809524;4955;1175;-1721,0728579373;3500,14571587461;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,825448081690489;1027,92142857143;4990;1140;-1721,24689569104;3500,49379138208;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,847727753239641;1028,04761904762;5041;1089;-1721,56884474575;3501,13768949151;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,870007424788793;1028,17380952381;5092;1038;-1721,91248515042;3501,82497030084;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
0,892287096337945;1028,3;5173;957;-1722,29062403488;3502,58124806976;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
1,09297228874486;1029,43666666666;5517;613;-1724,75604971224;3507,51209942449;"presence_MR_moyen_complet";"presence";"MR";"moyen";"complet";"pression"
