"terme","beta","SE","z","p_value","IC95_inf","IC95_sup","ratio","ratio_IC95_inf","ratio_IC95_sup","modele","reponse","source","vent","version"
"heure19",-0.0590756129075552,0.223497488630633,-0.264323385777222,0.791530741645706,-0.497130690623596,0.378979464808485,0.942635491052118,0.608273482975476,1.46079303777063,"presence_IC_moyen_complet","presence","IC","moyen","complet"
"heure20",-0.0920431256449111,0.223860608132041,-0.411162671329029,0.680953257943607,-0.530809917583712,0.34672366629389,0.912065815270454,0.588128441164013,1.41442581783419,"presence_IC_moyen_complet","presence","IC","moyen","complet"
"groupeG2",-5.21045576423333,0.467626082781477,-11.142354877301,7.80284251969122e-29,-6.12700288648503,-4.29390864198164,0.00545918501928591,0.00218311420647799,0.0136514622031049,"presence_IC_moyen_complet","presence","IC","moyen","complet"
"groupeG3",-8.85300151244889,0.553763210752491,-15.986980248144,1.5748192469012e-57,-9.93837740552377,-7.767625619374,0.000142952019432757,4.82855890333519e-05,0.000423216952904692,"presence_IC_moyen_complet","presence","IC","moyen","complet"
"groupeG4",-6.23680040670411,0.628619942694166,-9.92141671480254,3.35953359243205e-23,-7.46889549438468,-5.00470531902355,0.00195610425888003,0.000570558133646986,0.00670631728120451,"presence_IC_moyen_complet","presence","IC","moyen","complet"
"groupeG5",-7.69072841739053,0.719551705712762,-10.6882220642815,1.15565045431009e-26,-9.10104976058754,-6.28040707419352,0.00045704513083184,0.000111548647631571,0.00187263813638538,"presence_IC_moyen_complet","presence","IC","moyen","complet"
"groupeG6",-7.84471544829737,0.474489257466171,-16.5329674483867,2.12423341678526e-61,-8.77471439293107,-6.91471650366368,0.000391817084480975,0.000154593047621159,0.000993062948518774,"presence_IC_moyen_complet","presence","IC","moyen","complet"
"groupeG7",-1.60450445295707,0.47320837458432,-3.39069327411316,0.000697160780410193,-2.53199286714234,-0.677016038771806,0.200989129805108,0.0795004285204261,0.508130975538518,"presence_IC_moyen_complet","presence","IC","moyen","complet"
"groupeG8",-2.53203593020671,0.680565329877063,-3.72048915666053,0.000198837279568079,-3.86594397676575,-1.19812788364766,0.0794970050620683,0.0209431432623384,0.301758610666778,"presence_IC_moyen_complet","presence","IC","moyen","complet"
"groupeG9",-2.27796010752345,0.455370042828623,-5.00243734386531,5.66099839011732e-07,-3.17048539146755,-1.38543482357935,0.102493068454606,0.0419832146627427,0.2502149767622,"presence_IC_moyen_complet","presence","IC","moyen","complet"
"(Intercept)",3.53174494877369,0.0903819913580031,39.0757594041544,0,3.354596245712,3.70889365183538,34.1835641715446,28.6340407397359,40.8086329865607,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"temperature_z",-0.0335991866816772,0.0270709245073534,-1.24115401646333,0.214548858165155,-0.0866581987160898,0.0194598253527353,0.966958997020543,0.916990470594302,1.01965040194256,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"humidite_z",0.086287780292592,0.0231050166015775,3.73459070731421,0.000188020716722296,0.0410019477535,0.131573612831684,1.090119998221,1.04185413481854,1.14062186903768,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"pression_z",-0.00673277805418003,0.0208201259145945,-0.323378354280772,0.746408720434915,-0.0475402248467853,0.0340746687384252,0.993289836315011,0.95357211506893,1.03466186073969,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"vent_IC_moyen_z",-0.008032021975726,0.0128253668587114,-0.626260602461474,0.531144023110572,-0.0331697410188003,0.0171056970673483,0.992000148523777,0.967374342545777,1.01725283728479,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"direction_IC_sin",0.0367573028759543,0.0206554441760463,1.77954550687325,0.0751503711128757,-0.00372736770909634,0.077241973461005,1.03744120628493,0.996279570303072,1.08030344953326,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"direction_IC_cos",0.0255276860195237,0.021697046761655,1.17655118228526,0.23937469237948,-0.0169985256333201,0.0680538976723675,1.02585630775505,0.983145134150268,1.0704230002322,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"pluie",0.00829355852817086,0.0327467628516671,0.253263461971437,0.800064628963363,-0.0558900966610967,0.0724772137174384,1.00832804535829,0.945643059509166,1.07516830672219,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"saisonete",0.241605167583693,0.0756953158310304,3.19181134170854,0.00141383645717816,0.0932423485548731,0.389967986612512,1.27329135685167,1.09772773576477,1.47693351148101,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"saisonprintemps",0.058440467340892,0.0854387978854719,0.684003857582707,0.493972729886377,-0.109019576514633,0.225900511196417,1.06018186837008,0.896712862813926,1.2534509547388,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"heure10",-0.0782512084533721,0.0359210807826964,-2.17842021309856,0.0293747663826937,-0.148656526787457,-0.00784589011928714,0.924732096843337,0.861865091637811,0.992184808538032,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"heure11",-0.11819160992653,0.0386525246873626,-3.05779792866087,0.00222969875062962,-0.193950558313761,-0.0424326615392998,0.888525785942181,0.823698628310972,0.958455004232589,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"heure12",-0.0935603579134944,0.0411103965762332,-2.27583204506433,0.0228560639855446,-0.174136735202912,-0.0129839806240773,0.910683048838639,0.840182007346578,0.987099947618767,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"heure13",-0.0808672687517426,0.0432927241638544,-1.86791823137939,0.0617734692555378,-0.165721008112897,0.0039864706094119,0.92231610348818,0.847282586185351,1.0039944271527,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"heure14",-0.129838401886206,0.0454548314401042,-2.85642686976618,0.004284386889811,-0.21892987150881,-0.040746932263602,0.878237340951817,0.803378055869077,0.960072062470939,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"heure15",-0.0888589207740526,0.0464726379423701,-1.91206965449745,0.0558672604720288,-0.179945291141098,0.00222744959299288,0.914974648384506,0.835315909341443,1.00222993220179,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"heure16",-0.0874576951860824,0.0469375514832373,-1.86327774718534,0.062423199284195,-0.179455296093228,0.00453990572106272,0.916257632939639,0.835725310294456,1.0045502267059,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"heure17",-0.133342531629082,0.0463487742186567,-2.87693760788625,0.00401554982982173,-0.22418612909765,-0.0424989341605151,0.875165268976951,0.799166372409561,0.958391487011891,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"heure18",-0.184221428675593,0.0441671271861054,-4.1710077248028,3.03255580686497e-05,-0.27078899796036,-0.0976538593908267,0.831751609777126,0.762777427019017,0.906962786078348,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"heure19",-0.241681434241045,0.0421526953940152,-5.73347521390906,9.83934506999238e-09,-0.324300717213315,-0.159062151268775,0.785306309408461,0.723032781281211,0.852943345810596,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"heure20",-0.178505860810278,0.0416868192727391,-4.28206958277124,1.85163056847035e-05,-0.260212026584847,-0.0967996950357095,0.836519154182969,0.77088811969928,0.907737812314405,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"groupeG2",-2.71240114603961,0.0894733477857822,-30.315185618556,7.23133700221833e-202,-2.88776890769974,-2.53703338437947,0.0663772337807129,0.0557003466973272,0.0791007134716961,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"groupeG3",-3.08211173548405,0.193931264351946,-15.8928048336272,7.10748921792635e-57,-3.46221701361386,-2.70200645735423,0.0458623052598314,0.0313601589920302,0.0670708029344017,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"groupeG4",-3.07704749034708,0.220671046518958,-13.9440472091237,3.41984490496181e-44,-3.50956274152424,-2.64453223916992,0.0460951523158552,0.0299099899746495,0.0710385750320462,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"groupeG5",-2.06783836825998,0.262753257438785,-7.8698867082237,3.54962547609807e-15,-2.58283475284,-1.55284198367996,0.12645884391956,0.0755595076155316,0.211645624887375,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"groupeG6",-3.27712098781623,0.106990562765924,-30.6300004700974,4.88041579410534e-206,-3.48682249083744,-3.06741948479502,0.0377367451116177,0.0305979431122364,0.0465411000470064,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"groupeG7",-1.39494409209712,0.0744988698268198,-18.7243658238013,3.13381247924403e-78,-1.54096187695769,-1.24892630723656,0.247846892579888,0.214174992327039,0.286812580190069,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"groupeG8",-1.31024249900088,0.158460804902224,-8.26855890205374,1.35587913682335e-16,-1.62082567660924,-0.999659321392524,0.269754633223442,0.197735366196134,0.368004791178,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"groupeG9",0.741002446522964,0.0711124145243869,10.4201559105949,2.00624044932703e-25,0.601622114055165,0.880382778990762,2.09803763121699,1.82507688343222,2.41182272481842,"intensite_IC_moyen_complet","intensite","IC","moyen","complet"
"(Intercept)",5.82619366310354,0.522115393369745,11.1588237716976,6.48437940887929e-29,4.80284749209884,6.84953983410824,339.065621740654,121.85691055652,943.446664791759,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"temperature_z",0.0811210174898271,0.12115506350069,0.669563575354532,0.503136040345919,-0.156342906971524,0.318584941951179,1.08450213235146,0.855265863454885,1.3751804267316,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"humidite_z",0.00490533290511958,0.111230077499687,0.0441007775539255,0.964824072990897,-0.213105618994266,0.222916284804506,1.00491738374698,0.808070785085548,1.24971594914172,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"pression_z",-0.237647382025539,0.0907696878650853,-2.61813593959653,0.00884115763013973,-0.415555970241106,-0.0597387938099717,0.788480674538268,0.659973253197547,0.94201056044044,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"rafale_IC_max_z",-0.0948348799610519,0.0701376168497573,-1.35212578100848,0.176335081219899,-0.232304608986576,0.0426348490644725,0.909523102560129,0.79270462157532,1.04355676954004,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"direction_IC_sin",0.016938743425406,0.0972981012988707,0.174091202184668,0.861793787262758,-0.173765535120381,0.207643021971193,1.01708301739524,0.840493940868339,1.23077373193801,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"direction_IC_cos",-0.13382973802768,0.108297371462941,-1.23576164610307,0.216547175417087,-0.346092586095045,0.078433110039685,0.874738986710231,0.707446984320495,1.08159100516315,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"pluie",-0.157931971410173,0.194121937954773,-0.813570959954915,0.415890779799746,-0.538410969801527,0.222547026981182,0.853907870140879,0.583674993059584,1.2492545669403,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"saisonete",-0.0248271294587812,0.287368274154215,-0.0863948170056442,0.931152566957285,-0.588068946801042,0.53841468788348,0.975478528954711,0.55539875441048,1.71328861092183,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"saisonprintemps",-0.841526993216811,0.315150090484808,-2.67024195335707,0.0075796606981401,-1.45922117056703,-0.223832815866588,0.431051807443593,0.232417217628602,0.799448778348693,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"heure10",0.195953914759624,0.198654919589068,0.98640353415344,0.323935131512397,-0.193409727634949,0.585317557154198,1.2164708426913,0.824144230286006,1.79556108838442,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"heure11",0.0802180530998171,0.207687490337133,0.386244029284583,0.699315948280129,-0.326849427960964,0.487285534160598,1.08352330753354,0.721192326250704,1.62789136161759,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"heure12",0.346047672634304,0.219646034028908,1.57547881146244,0.115145965494359,-0.0844585540623562,0.776553899330964,1.41346999804984,0.919009743808057,2.17396763075483,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"heure13",0.669916748755612,0.23166118730004,2.89179536962296,0.00383047344436506,0.215860821647534,1.12397267586369,1.95407463471916,1.24092965643622,3.07705409267015,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"heure14",0.309649264705684,0.238580610578317,1.29788109752548,0.194328196435451,-0.157968732027817,0.777267261439186,1.36294699667473,0.853876480537116,2.17551901016897,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"heure15",0.215326214394788,0.243103232258331,0.885739824989139,0.375757742690084,-0.26115612083154,0.691808549621115,1.24026642374204,0.770160672104204,1.99732452925582,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"heure16",0.118886745439027,0.244146332218,0.486948726032356,0.626294667340379,-0.359640065708253,0.597413556586307,1.12624235898124,0.697927488903671,1.81741208267367,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"heure17",-0.301977326184305,0.240315482272397,-1.25658706350852,0.208903201537975,-0.772995671438203,0.169041019069593,0.7393548286946,0.461628108764576,1.18416871142655,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"heure18",0.00610446767510558,0.232532796134717,0.0262520718650326,0.979056282832148,-0.44965981274894,0.461868748099151,1.00612313790918,0.637845101489569,1.58703698793362,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"heure19",-0.044449847234435,0.223489078937563,-0.198890466799289,0.842348426934277,-0.482488441952059,0.393588747483189,0.956523571193093,0.617245499526163,1.48229082747521,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"heure20",-0.0673089820038691,0.222750188014313,-0.302172503663809,0.762520563973944,-0.503899350511923,0.369281386504184,0.934906287486348,0.604170189216005,1.4466946267503,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"groupeG2",-5.21599660338347,0.468205002087929,-11.1404119565641,7.97495975840065e-29,-6.13367840747581,-4.29831479929113,0.00542902019958407,0.00216858931631081,0.013591444034979,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"groupeG3",-8.81720485189911,0.553459789938067,-15.9310667408842,3.85720204116844e-57,-9.90198604017773,-7.7324236636205,0.000148161916486781,5.0075132009625e-05,0.000438380342019197,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"groupeG4",-6.24603968282175,0.63011031177749,-9.91261302358658,3.66921971220961e-23,-7.48105589390563,-5.01102347173787,0.00193811450563936,0.00056366193404435,0.00666407931793055,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"groupeG5",-7.69648707665035,0.720655941828564,-10.6798357301011,1.26495296622914e-26,-9.10897272263433,-6.28400143066636,0.000454420727432059,0.000110668343841735,0.00186591928957744,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"groupeG6",-7.81671004935454,0.474171794745872,-16.4849747200671,4.70491485573565e-61,-8.74608676705645,-6.88733333165263,0.000402945174234908,0.000159082636067851,0.00102063190208861,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"groupeG7",-1.60523310840292,0.473710229654757,-3.38863931558503,0.000702403371692132,-2.53370515852625,-0.676761058279598,0.200842731324621,0.0793644171004764,0.508260555544252,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"groupeG8",-2.52577919522557,0.681605803046209,-3.70563041561184,0.000210865593664844,-3.86172656919614,-1.189831821255,0.0799959560288292,0.021031655548263,0.30427243191965,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"groupeG9",-2.26732377306583,0.455850612216758,-4.97383070747684,6.56426398359249e-07,-3.16079097301067,-1.37385657312098,0.103589037223092,0.0423921967324447,0.253128864742092,"presence_IC_rafale_max_complet","presence","IC","rafale_max","complet"
"(Intercept)",3.5253769603038,0.0903275717980096,39.0288025032627,0,3.3483349195797,3.7024190010279,33.966575253768,28.4553137899429,40.5452648664042,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"temperature_z",-0.0386261965067019,0.0272587423736126,-1.41702049116152,0.156476936563345,-0.0920533315589827,0.0148009385455788,0.962110282121758,0.912056506852616,1.0149110148435,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"humidite_z",0.0823718493033549,0.0232320642069303,3.54561043606201,0.000391704814840213,0.0368370034577714,0.127906695148938,1.08585951086958,1.03752389424776,1.13644696173557,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"pression_z",-0.0102232888088913,0.0209315443461679,-0.488415409767073,0.625255629045516,-0.0512491157273804,0.0308025381095979,0.989828791380109,0.950041970654258,1.03128184491711,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"rafale_IC_max_z",-0.022036888910913,0.0136054338918261,-1.61971232127719,0.105294088194805,-0.048703539338892,0.00462976151706612,0.97820414949991,0.952463455792932,1.00464049542167,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"direction_IC_sin",0.0331791596697718,0.0203513363667643,1.63031847500474,0.103034204864465,-0.00670945960908632,0.0730677789486298,1.03373572640315,0.993312998559574,1.07580345127051,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"direction_IC_cos",0.0232022863423127,0.0217605970961895,1.06625228341623,0.286309613306221,-0.0194484839662187,0.0658530566508441,1.02347355333004,0.980739417692268,1.06806975988671,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"pluie",0.0108592604356639,0.0327433441760073,0.331647872535299,0.740155166454127,-0.0533176941493104,0.0750362150206381,1.01091843621201,0.948078765555736,1.07792318718825,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"saisonete",0.242045691181019,0.0755904204333822,3.20206832814661,0.00136444629455227,0.0938884671315903,0.390202915230449,1.2738523953069,1.09843722723015,1.4772805261899,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"saisonprintemps",0.0595379916974536,0.0853005016432837,0.697979385237782,0.48519008624971,-0.107650991523382,0.22672697491829,1.06134608255285,0.89794093074542,1.254487314678,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"heure10",-0.0757535057787737,0.0359614003026576,-2.10652269214265,0.0351589740991641,-0.146237850371983,-0.00526916118556485,0.92704468955715,0.863952187395461,0.994744696494102,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"heure11",-0.113271685310741,0.038772514583036,-2.92144284498638,0.00348414196629693,-0.189265813893491,-0.0372775567279902,0.892908037161422,0.827566498782285,0.963408697670364,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"heure12",-0.0858527234702409,0.0414186225854146,-2.07280489092058,0.0381904410873087,-0.167033223737653,-0.00467222320282829,0.917729381266223,0.846171497890318,0.995338674652989,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"heure13",-0.0717982512936601,0.0436594588914791,-1.64450621048977,0.100071682516576,-0.157370790720959,0.0137742881336388,0.930718648154404,0.854387201231066,1.01386959071276,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"heure14",-0.120140610699393,0.0457959672625982,-2.62338843091785,0.0087059953734952,-0.209900706534085,-0.0303805148647003,0.88679573498165,0.810664735685371,0.970076334844863,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"heure15",-0.0791353573447092,0.0467223470592548,-1.69373677320506,0.0903153133840963,-0.170711157580849,0.0124404428914303,0.923914857319077,0.843065051255478,1.01251814709166,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"heure16",-0.0779904202342688,0.0471733878013302,-1.65327155562208,0.0982756092393446,-0.170450260324876,0.0144694198563384,0.924973287528498,0.843285033309066,1.01457460863972,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"heure17",-0.129376567132372,0.0463099523661498,-2.79370978638578,0.00521072185832146,-0.220144073770025,-0.0386090604947182,0.878643035152613,0.802403184382382,0.962126768996341,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"heure18",-0.181326893075137,0.0441243019719741,-4.10945635333356,3.965916609562e-05,-0.267810524940207,-0.0948432612100682,0.834162632134023,0.765052725781692,0.909515479652465,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"heure19",-0.241848838915052,0.0421388434256049,-5.73933262648821,9.50503694605793e-09,-0.324440972029238,-0.159256705800867,0.785174856464964,0.722931379562772,0.852777417958582,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"heure20",-0.182730626283977,0.0415374385084362,-4.39917897794455,1.08661185159161e-05,-0.264144005760512,-0.101317246807442,0.832992511806245,0.76786295500568,0.903646308500642,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"groupeG2",-2.71141111509361,0.0894108098509821,-30.3253165876993,5.31704132034799e-202,-2.88665630240154,-2.53616592778569,0.0664429818372001,0.05576235368643,0.0791693596766671,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"groupeG3",-3.08184510224909,0.193723693113136,-15.9084573121847,5.53608739217625e-57,-3.46154354075083,-2.70214666374734,0.0458745353050413,0.0313812863216346,0.0670613998382418,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"groupeG4",-3.08233002857369,0.220549321261843,-13.9756949191163,2.19361943767413e-44,-3.51460669824691,-2.65005335890048,0.0458522949281508,0.0297595051182401,0.0706474432899594,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"groupeG5",-2.06349443218986,0.262550544971536,-7.8594178214849,3.85922914139e-15,-2.57809350033408,-1.54889536404565,0.127009367907863,0.0759186049331955,0.212482560112238,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"groupeG6",-3.27824677937997,0.106781642814958,-30.7004714758029,5.60978435735757e-207,-3.48753879929729,-3.06895475946266,0.037694285307257,0.0305760333947258,0.0464697014973166,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"groupeG7",-1.39470067798768,0.0744372128072626,-18.7366053266788,2.4901643076323e-78,-1.54059761508991,-1.24880374088544,0.247907229353637,0.214253022320588,0.286847735915887,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"groupeG8",-1.31335956458174,0.158344892236282,-8.29429699962756,1.09229236472155e-16,-1.62371555336486,-1.00300357579863,0.268915099461589,0.19716476024515,0.366776145131214,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"groupeG9",0.741395468993283,0.0710512830238877,10.4346527949963,1.72242274829487e-25,0.602134954266463,0.880655983720103,2.0988623692093,1.82601309629003,2.41248173621158,"intensite_IC_rafale_max_complet","intensite","IC","rafale_max","complet"
"(Intercept)",22.9119788757926,3249.81036325666,0.00705025103459647,0.994374760151149,-6346.71633310727,6392.54029085885,8923721238.90413,0,Inf,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"temperature_z",-0.125729155627984,0.142287066037137,-0.883630249253772,0.376895844338373,-0.404611805060773,0.153153493804806,0.881853659542039,0.667235778142674,1.16550386283602,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"humidite_z",0.0322770229047248,0.130397650306033,0.247527642016348,0.804499901700817,-0.223302371695101,0.28785641750455,1.03280357592584,0.799872953784319,1.333565813669,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"pression_z",-0.28681947697006,0.104408403151735,-2.74709188448396,0.00601262871054507,-0.49145994714746,-0.08217900679266,0.750647225718149,0.611732644600094,0.921107059517332,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"vent_MR_moyen_z",-0.0561228438191833,0.0802035545017296,-0.699755069059602,0.484080278857185,-0.213321810642573,0.101076123004207,0.945422989385842,0.807896105813352,1.10636085807024,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"direction_MR_sin",0.184187505463807,0.106098168727519,1.73601022216355,0.08256202712546,-0.023764905242131,0.392139916169744,1.20224122876245,0.976515256392004,1.48014479310503,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"direction_MR_cos",0.0748093998916036,0.117104019249911,0.638828627495299,0.522934422734042,-0.154714477838222,0.304333277621429,1.07767872562629,0.856659737908518,1.355720812213,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"pluie",-0.160163304628268,0.211950466902988,-0.755663844333859,0.449850766778732,-0.575586219758125,0.255259610501588,0.852004641303561,0.562375096763756,1.29079668175234,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"saisonete",-1.15653958831765,0.331601049182487,-3.48774405620526,0.000487114130443412,-1.80647764471532,-0.506601531919973,0.314572851204169,0.164231601236732,0.602539815538181,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"saisonprintemps",-1.76016645531823,0.354839549444441,-4.96045736185286,7.03273974296498e-07,-2.45565197222933,-1.06468093840712,0.172016228423816,0.0858072332670913,0.344837861734236,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"heure10",0.211611255179169,0.236441748233064,0.894982619442403,0.370796379069118,-0.251814571357636,0.675037081715973,1.2356674323832,0.777388874868643,1.96410580703317,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"heure11",0.123348990857127,0.248493617815078,0.496386957305762,0.619621425351373,-0.363698500060425,0.61039648177468,1.1312791581467,0.695100735982885,1.8411612409638,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"heure12",0.31634111781949,0.2649871286705,1.19379805127383,0.232556974151361,-0.203033654374689,0.83571589001367,1.37209822295945,0.816250770554083,2.30646463239539,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"heure13",0.704858846344647,0.283064930945596,2.49009597900391,0.012770860239197,0.15005158169128,1.25966611099801,2.02356103172587,1.16189417364917,3.5242445843918,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"heure14",0.281381157375037,0.286432092418499,0.982366029585531,0.325919555613863,-0.280025743765222,0.842788058515295,1.32495852541545,0.75576428498697,2.32283415470123,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"heure15",0.221635507972068,0.293076899924018,0.756236701116769,0.449507291899575,-0.352795215879006,0.796066231823143,1.2481163664798,0.70272108476305,2.21680336345679,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"heure16",0.0683697241027961,0.296037194638812,0.230949777058293,0.817353819358386,-0.511863177389276,0.648602625594868,1.07076112149841,0.59937779066962,1.91286597061204,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"heure17",-0.446434623608953,0.294223753862872,-1.517330323428,0.129183305918334,-1.02311318118018,0.130243933962276,0.639905593536097,0.359474088404243,1.13910621612957,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"heure18",-0.0229865479460058,0.289259331126028,-0.0794669193782751,0.936661242888037,-0.58993483695302,0.543961741061008,0.977275630049397,0.554363407566329,1.72281872153363,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"heure19",-0.0174079708457758,0.277120105670911,-0.0628174228052883,0.949911891876394,-0.560563377960761,0.525747436269209,0.982742672480566,0.570887347883607,1.69172283094834,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"heure20",0.062646347955662,0.270432985101606,0.231652022522788,0.816808298205154,-0.467402302843485,0.592694998754809,1.06465025690582,0.62662794549219,1.8088567190206,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"groupeG2",-21.0698129111333,3249.81034492006,-0.00648339769859757,0.994827033315234,-6390.69808895446,6348.55846313219,7.07125531144361e-10,0,Inf,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"groupeG6",-24.6219269986599,3249.81034837509,-0.00757641965506417,0.99395494956425,-6394.25020981383,6345.00635581651,2.02690302416295e-11,0,Inf,"presence_MR_moyen_complet","presence","MR","moyen","complet"
"groupeG7",-17.6550580865694,3249.81034591919,-0.00543264258750945,0.995665399676691,-6387.28333608818,6351.97321991504,2.15033287853997e-08,0,Inf,"presence_MR_moyen_complet","presence","MR","moyen","complet"
