"n_total";"n_sec";"n_pluie";"pct_pluie";"min_pluie_mm";"mediane_pluie_mm";"q75_mm";"q90_mm";"q95_mm";"q99_mm";"max_mm"
8529;7674;826;9,71764705882353;0,017;0,289;0,91425;2,162;3,383;8,31925;29,511
